nodes	snp_model	atac_model	methyl_model	rna_model	protein_model
NIP7	0.215899137966503	0	0	0.0349654507199834	0
TERF2	1.8	0	0.450295975739397	0.00357946357093077	0
VPS4A	0.267037438646189	0	0	0.0971773674475527	0.0106635633288196
JAG1	0.97466231246248	0	0.0754551475862751	0.00402103697867639	0
HSPA12B	2.65757731917779	0	0.565819939496087	0.135550666701437	0
SNAP25	0.362270526577187	0	0	0	0
NXT1	2.30640300315157	0	0	0.0321324989720191	0
RIN2	2.45187364200111	0.491823767765084	0.459838512249521	0.0309596165994456	0
SSTR4	0.419382002601611	0	0	0	0
CRP	2.64333794932394	0	0.127632322002891	0	0
HAPLN2	0.0397595318911281	0.13562130433376	0.269071427811528	0	0
APCS	2.07466231246248	0	0.0583142846802957	0	0
IGHMBP2	0.426935982160881	0	0.165224256271174	0.00275401095235369	0
ACY3	0.325926487046204	0.00160888156829867	0.15222235047271	0	0
ALDH3B2	1.1	0	0.132928015543212	0	0
MTL5	0	0	0	0.0938699238887076	0
DPH2	0	0.0611455215456086	0.196317123986287	0.0243503169144402	0
NASP	0.0148741651280925	0.252659031493042	0.245623631156502	1.92228948742462e-05	1.12193254307875
ZNF334	0.920590870752304	0	0.154197952674269	0.0245056188902918	0
PABPC1L	0.501128329797277	0.0591541564411572	0.260334049467599	0.0339511107602442	0
ZSWIM3	0.257829251106665	0	0.138573788668196	0.00611370988922802	0
DMGDH	0.663951071032141	0.100349930290205	0.266342842724829	0	0
BHMT2	0.130267085048789	0.0911065644467306	0	0	0
AP3B1	2.08267798872635	0	0.186489555869022	0.128549817079375	0.00167396664197382
ZBED3	5.39761121831671	0	0.0778472245728477	0.553004016084765	0
SYT4	2.10351795148658	0	0.219548514789071	0	0
SLC14A2	2.81482351423201	0.264935716071826	0.351149902009346	0	0
NMUR2	2.45740824597361	0	0.13673879488314	0	0
PDE6A	0.191481649194722	0	0.398517046697096	0.407228687275963	0
USPL1	0.204700397051507	0	0.0874355845834633	0.000124131980608982	0
XPO4	1.16030412342446	0	0.181202164820874	0.0244788391030171	0
RNF17	1.16749108729376	0	0.196477257904381	0	0
CHRM3	2.20965131673826	0.0561633781701842	0.272855324479663	0.112909719639794	0
MYH4	0.305182983699436	0	0	0	0
PEMT	0.383334091236852	0	0.348867508130793	0.0296630662193343	0
SCO1	0.275549173111777	0	0.116692422985981	0.0234142981725111	0.001869507586696
CHI3L1	1.23868575503521	0.00708523654817191	0.148555265710069	0.277022722417718	0
MYBPH	0.596880822346077	0.0772997672488769	0.0333291508323279	0.0520679790168627	0
DCLK1	3.3	0.816742812730028	0.5175782371989	0	0
CCNA1	0.924184931760271	0	0.171647122101063	0.218881197569355	0
RFXAP	0.512323178593057	0.0204148850342332	0.558608255367487	0.0283224912109035	0
RNF128	0	0	0	0	0
BTBD2	1.38721614328026	0.55036647963134	0.275895115534412	0.012013081723911	0
SUV420H2	0	0	0	0.021839844570568	0
HSPBP1	0.165852590597334	0	0.25235597386161	0.16456152713437	0
CSNK1G2	0.155889562211199	0.00116130264187194	0.188759476143072	0.0875595153729813	0
RTTN	1.62735556489194	0.311540708576445	0.537239434026897	0.000988140349458973	0
MACROD1	0.0791176490164409	0.601770377601864	0.341919805948491	0.149592644652932	0
RARRES3	0	0	0.15064314778221	0.173463640368371	0
HRASLS2	0	0	0.0625813278739293	0	0
FOPNL	0	0	0.160136747243492	0.0189990578993199	0
MED10	0.538830329780311	0.0408074606871832	0.18571318313759	0.0121403896297186	0
CCDC134	0.753004499756683	0.0131367460913476	0.30657930598452	0.0665308560741048	0
SEC14L4	0.985402602514891	0	0.226256701549943	0	0
PI4KA	0.197273195753338	1.32927602111195	0.280565264258259	0.190255592663589	0.253305398395572
GIMAP4	0.381117646795295	0	0.164151579445716	0.0230848819399555	0.0277089853410712
MKRN1	1.29850167090394	0	0.55276534919873	0.0494799709381408	0
ACTR3B	3.05551732784983	0	0.347110107335517	0.0967044949769757	0
NTS	0.79674128523857	0	0.168967747970386	0	0
BTG1	0.151242783410893	0	0	0.648170847221807	0
KRAS	1.26802132162335	0.00784260484541626	0.229314890973918	0.0039126181176602	0
IPO8	0.696690545557647	0	0.57564701072427	0.0105175283628662	0.00845588242581698
PMP2	0.716292015609668	0	0	0	0
FABP4	0.221136787463112	0	0	0.00164155654722611	0
CCDC59	0.64645515447934	0.223488697790673	0.0542503837065893	0.279218785490261	0
LYVE1	1.51458018842906	0	0	0	0
MICALCL	1.21830299622427	0.589914208408156	0.241746193258152	0.528053981865895	0
SBF2	0.172719310373202	0.877038906847421	0.238661082115177	0.0153114709695867	0
MICAL2	1.08698937806045	0.526958625871564	0.609742254656185	0.98891207786475	0
RRAS2	2.63827216398241	0.39847558282269	0.411961864323921	0.733038646241946	0
TEX15	1.10951865642043	0	0.900123137850686	0	0
SARAF	2.09279003035213	0	0.0311747895228657	0.024603667573201	0
RNF122	1.90907740784507	0	0.113024876710639	0.00248305259840806	0
DUSP26	4.53305764423904	0.987255412303924	0.394579366877406	0	0
C14orf1	0	0	0	0.0335845350450921	0
UNC79	1.19090762745047	0.0254938412154464	0.77762712280978	0.0242457426766604	0
CATSPERB	1.84528081144709	0	0.701105577788349	1.25741688657234	0
VRTN	0.63670401387526	0	0.578332728304718	0	0
SYNJ2BP	0	0	0	0.00131366256157375	0.183011446480903
TTC9	0.361235994796778	0.0417599717068204	0.543591895668738	0.0392390399982448	0
EIF2S1	0.127159576541432	0	0.0437517089169374	0.000195143693662063	0.128400688982189
ADAM20	0.497381842874133	0	0	0.00741546410285759	0
ELP3	0.866218499539628	0.216917333621825	1.08083000704904	0.00361844543280189	0
PEBP4	1.24345460718533	0	0.233844588643338	0	0
ADAMDEC1	1.69136220231115	0	0	0.00154986276207921	0
MBD2	0.432747839428303	0	0.425437237085882	0.00091139212659934	0
IER3IP1	0.431971702298693	0	0.127786298495537	0.0196842432510453	0.725084338863036
MRPS36	0.0755435918981399	0	0.0763196772041916	0.00131801656551577	0
CCNB1	0.093704216591549	0	0.137070237881632	0.0134297129233974	0
CDK7	0.0989700043360188	0	0.705728519211197	0.00123683149194918	0
CD180	1.04503581833647	0	0.159484333331821	0.374802942045862	0.0129320590053003
IRAK2	1.42021640338319	0	0.327722324967618	0.0390858324833943	0
CAMK1	0.185936627486518	0	0	0.287080674654318	0.0687640622831786
VHL	1.19511192785785	0	0.233943769954317	3.44244710866972e-05	0
BHLHE40	0.915898808845478	0.188403250079298	0.122480546241228	0.000487073682776961	0
ARL8B	1.28469728914285	0	0.102355110817379	0.000982408323895877	0.0197464508789588
EDEM1	0.98807114255592	0	0.191373785189028	0.0688947160461665	0
CHL1	1.5366550031619	0.347824796639939	0.458245941465913	0.447444706141582	0
DPH6	0.656601014308862	0.832623913620955	0.17628444276827	0.00235713042645122	0
KATNBL1	0.12364846048324	0	0.20476933936892	0.000479433799868684	0
EMC7	1.7627465833576	0	0.033871745950686	0.00107247472052685	0.278965871275843
AMPD2	0.271112282106432	0.0501840443870871	0.110050482158341	0.449982356462007	0
TSHB	0.620239653385214	0	0.111015859844908	0	0
GSTM5	0.230865323586518	0.257068054656053	0.160523727632206	0	0
GSTM3	1.28924499076855	0.0451451935149177	0	0.187878486817366	0
SORT1	0.671025120389242	0.584421003193954	0.532175535932882	0.15576378036005	0
LAMTOR5	0.0573311686141324	0	0	0.00306453194600094	0.0578810506834492
NOTCH2	0.540460953811963	1.9680232000848	0.0918030954645829	0.00918192404450479	0
TRIM45	1.52287874528034	0.122565422108978	0.238147883581595	0.142571184688158	0
ARF3	0.0236137181488156	0.0353902252414681	0	0.0380279185067685	0
SLC38A2	0.209691001300806	0	0.20898425441578	0.00244958668141537	0
KIDINS220	0.432784814357616	0	0.298188540311184	0.011505234110164	0
CMPK2	1.07632140147073	1.17469370432852	0.0306955321992291	0.161438545810055	0.0242394268737457
ANO3	1.2180489610085	0	0.196034557025938	0	0
FST	2.32060824684891	0	0.248948682775371	0	0
CFHR5	0.0774432286560529	0	0.345179592856414	0	0
ERN2	0.913727247168203	0	0.201706147263352	0	0
NARS	0	0	0.183745259369356	0.0972415689116383	0
GRP	0.30782043144869	0	0.441161457374109	0	0
CCNH	0.0676498014742464	0	0.136215715965257	0.0567979743613836	0
HRH4	0.706141747015254	0	0.0131841947790021	0.649980356208134	0
CABLES1	1.47497758602943	0	0.112644704139145	0.00825469805330873	0
DOCK2	2.40308998699194	0	0.305061076620694	0.130772206884947	0.0479491736642767
EMP1	0.864737526099141	0	0.181800835658169	0.0293707838390535	0
RERG	0.718810502480211	0.478700825883163	0.424854872258565	0	0
SLCO1B1	1.29583100663072	0	0	0	0
SPX	0.904614624215219	0	0.5466148901248	0	0
DDB2	0.055485997795945	1.22305756698395	0.198502876612632	0.000973377261024737	0
ACP2	0.813928394108288	0	0.0261942670306896	0.00748603119703325	0.0669203925859161
FOLH1	0.741517866849887	0.497449918415169	0.0958437838153595	0	0
FAM127A	0	0	0	0.0409141047105581	0
RAB33A	0	0	0	0.0481057598487588	0
MTNR1B	0.867080028524646	0	0.40677214408931	0	0
PHC2	0.746101027932597	0.555216948058804	0.213008894815974	0.0249455578720525	0
ZCCHC11	0	0.101914098217854	0	0.123479605429459	0
PRPF38A	0.630365996013052	0	0.0150856181656997	0.0042306046214631	0
DSG3	0.603804155250873	0	0.758570060232243	0	0
DSG1	1.00569280971268	0.394289887332749	0.109763519740334	0	0
DSC1	0.767680097754545	0.296016873577926	0.0275258343363504	0	0
DAGLA	1.50886438348022	0	0.455448885844401	7.05867926095229e-05	0
TIMM10	0.1635741571894	0	0.085065386972881	0.0075797325253437	0
GIF	0	0	0.124194115870922	0	0
TCN1	0.104036245867397	0.925263960598732	0.163704275044711	0	0
CEP135	0.768484767889586	0	0.298996435595012	5.05030676251734e-05	0
PDGFRA	0.31835200693763	0	0	0.00614421392433277	0
DZIP1	0.997114857578568	0.174384342422633	0.221353149314307	0	0
BIVM	0	0.142379265388105	0.168386945205471	0.0065902545640525	0
CARS2	0.415480325175001	0	0.409985194713712	0.000716208663781369	0
ADAMTS8	1.86133775871291	0	0.394333819417735	0	0
KLB	0.354422659077265	0	0.235574547671434	0.0237150184417629	0
SEMA6A	1.05551732784983	0	0.211135738460218	0.129701466147473	0
APC	0.4	0	0.37732379663558	0.00068706628808065	0
FAM189A2	1.77778327214654	0	0.0635176256420878	0	0
ADAM19	1.30342337713954	0	0.353472414164825	0.949305490562846	0
USP30	0.263030927671117	0.206091363817586	0.173616302618929	0.0239484204337635	0
SDS	3.61579306375351	0.0356759140018874	0.033190558944482	0.000186835557626078	0.126386598319311
MSI1	1.22894214419094	0	0.539730428475036	0	0
HNF1A	0.489279003035213	0	0.113225929994443	0	0
TBX3	3.73629728508861	0	0.23433618906403	0.0483544691699416	0
OASL	0.67628898862728	0	0.128236432475513	0.0497932002705977	0
HRK	0.843410735533114	0	0.362081490331135	0.232184080127255	0
RNFT2	1.02046691772169	0	0.173442391853013	0.235499245595339	0
DTX1	0.939140157839339	0	0.650415022685601	0.391668222158972	0
TRAFD1	0	0.0338064730582025	0.120075163243002	0.0789745409111194	0
GSAP	0.79674128523857	0	0.314966155138321	0.0485675510015071	0
OCM2	0.409858542874446	0	0	0	0
UPK3B	0.0904201703045039	0	0.768215184881368	0.0004359056304326	0
TMEM60	0.101172650495528	0	0.000238113997232207	0.00230119534375583	0
HILPDA	0.513436073200151	0	0	0.0195112193218578	0
RINT1	0.143738911851023	0	0.187807247304818	0.0863443855723321	0
BACH2	1.4491299726021	0	0.284879240770501	0.717002451166472	0
NT5E	0.156863623584101	0	0.225492736512596	0.213871812281633	0
MRAP2	1.60469060198211	0	0.121221263937444	0.00985932274803418	0
AKIRIN2	1.2503448538675	0	0.260048188973247	0.00347458987159608	0
ORC3	0.093704216591549	0	0.356480850691043	0.000935938634682226	0
LMO2	0.862746583357597	0	0.223611000197008	0.0418161657694545	0
NAT10	1.2569342539256	0	0.117654846910367	0.00131405689936752	0
PRRG4	0.173099135771321	0	0.933078722011182	0.0656305030866331	0
PRPH	0.322286563883331	0	0.0591170728655673	0	0
AVIL	0.621727303592667	0	0.196760616401228	0.414652968519293	0
AMHR2	0.743625199555998	0	0.0796468560597372	0	0
LACRT	0.0716292015609668	0	0.244664660780747	0	0
GDF11	0.17233348427525	0	0.208648167992951	0.25893840132305	0
FAM186B	1.00886438348022	0	0	0.0340063226655663	0
RDH5	0.102233848243375	0	0	0.000457710513239405	0
KRT85	0.288498559618868	0	0.543572725386177	0	0
CDK4	0.0903089986991944	0	0.18816663769759	0.0138298176984215	0
PPP1R1A	0.485525650148093	0	0.0956035947286209	0	0
TROAP	0.0374648736247844	0.0897513342637357	0.023963112599926	0.539748879430354	0
TSPAN31	0	0	0.0960391521735994	0.110697803804751	0
TFCP2	1.32836914155192	1.50213648420384	0.197039581328546	0.00241205759972287	0
ESPL1	0.532750774378216	0	0.248117242275431	0.0230019568153765	0
ZC3H10	0.0753501419204199	0	0	0.00450259261861589	0
KRT84	0.426935982160881	0	0	0	0
KRT82	0.20916145572368	0	0.00175243221083993	0	0
MIP	4.36480540245009e-05	0	0.144984077316244	0.00865213385164596	0
KCNH3	0.538685755035208	0	0.283917599831981	0.357004216948996	0
TAAR5	0.221848749616356	0	0.13474358389866	0	0
NMBR	0.56246936830415	0	0.237555637353391	0	0
SMPD2	0	0	0	0.00369656961163587	0
HTRA2	0.0567993312730402	1.31364475213196e-05	0	0.0856852735553063	0.0146699409711087
PRADC1	0.0949956207052611	0	0.0980293667258973	0.00279281575803687	0
CCT7	0.741943203862238	0	0.1376371994069	0.0235541619185604	0.000421957541929507
RAB11FIP5	0.351015991217509	0	0.0821375981494645	0.372638014191643	0
MRPL53	0.0413586195598816	0	0	0.0283939914113386	0
EMX1	0.474446493686257	0	0.408607198568541	0.285152055515979	0
KCNMB4	3.55206278719364	0	0.382761361659617	0.000477592410134515	0
GNS	0.328788659588897	0	0.20850693264689	0.0327532131876304	0
MDM2	1.05060999335509	0	0.258972153477789	9.23711192668368e-05	0
BCO1	1.95154499349597	0.408455537906733	0.161063763812226	0	0
MPHOSPH6	1.91920024438636	0	0.0661155699676765	0.00646093107368048	0
TMEM231	0.00333103967098989	0	0	0.0151958951820629	0
DYNC1LI2	0.980825114877456	0	0.0172791381703971	0.0494289886688628	0.0139745644177695
FBXL8	0	0	0.000567669470943746	0.108530467158118	0
FHOD1	0	0	0.703840631479837	0.0813333474205491	0.0155165100248788
CCDC102A	0.410748858560121	0	0.272461067705453	0.228808077130991	0
PCNXL2	0	0	0	0.431955853565769	0
URB2	1.60205999132796	0	0.0562579814004055	0.224715366098696	0
TAF5L	0.0940551403839052	0.0832140139116614	0.1225080826856	0.0504231456687239	0
STX6	0.888891636073268	0.12997101115065	0.167523875248829	0.189958447047702	0.0212581098714986
RGS8	0.443028323846582	0	0.228680059690233	0	0
NPL	0.9	0.102308289840058	0.212307383027647	0.111869854981445	0.0567796346602285
LAMC1	0.50487247933302	0.0436822144545191	0.610109674203647	0.00252684461292198	0
SP110	0.538685755035208	0	0.0295410796578331	0.223730163349452	0
MRPL44	1.89337103895189	0	0.704498799131913	0.0148906917192689	1.21082124812317
CHRND	0.01249387366083	0	0.182024604560641	0	0
DOCK10	1.33341073553311	0	0.421035499584867	0.0696513599745699	0.000971845986770875
USP37	0.374745098764406	0	0.147064716654131	0.00137592595362676	0
HTR2B	1.28469728914285	0	0	0.131957305752148	0
SLC19A3	2.95844136951897	0	0.36462817782166	0	0
WNT10A	0.170590870752304	0	0.208937583095679	0.328048755098658	0
CYP27A1	0.460409376976188	0	0.252589387331738	0.0272605443998919	0.278721943649505
EIF4E2	5.01271711156657	0	0.0879555530391817	0.0631058855741632	0
CAB39	1.54321263636429	0	0.262080475346678	0.227700387395149	0.0926854198392628
COX5B	0.994546391506676	0	0.170678507036521	0.0551195252681887	0
REV1	1.50863830616573	0	0.428211653968777	0.00451128066572005	0
MFSD9	0.530240373690691	0	0.174154905634764	0.0828525708612852	0
TMEM127	0.170590870752304	0.180452386014625	0.361436232312888	0.0199839370122119	0
EDAR	0.798515411569218	0.210281987323757	0.307463784043753	0.513744079325693	0
MRPS9	2.72112748821244	0.0922402881783287	0.256816061638356	0.000928111957426216	0
GPR45	2.54845500650403	0	0.102449156448035	1.17695943205419	0
C2orf49	0.79674128523857	0.0438983309186738	0.0799065040307194	0.009824249205308	0
EPC2	3.02227639471115	0	0.127239411005784	0.00015805462782043	0
ALDH1L2	1.16474556451978	0.390646297700072	0.561862817276495	0.019068302185178	0
USP44	0.319136081991204	0	0.638977976046733	0.909766076989498	0
PLXNC1	6.33185319355778	0.223029962169498	0.294639250465981	0.000315976607233675	0.0100106917298735
DRAM1	1.2750093957507	0	0.214918450735051	0.00464583157214228	0
SLC41A2	0.670254745407025	0.682960482103658	0.165404599648025	0.0438652717923926	0
THSD1	0.223418248469008	0	0.226843729467615	0.0727808181192817	0
MED4	2	0	0.103276183584173	5.18662330718668e-05	0
COG3	0.79674128523857	0	0.22520862407859	0.00614949802089697	0.490967207748237
NUDT15	0.6419983281826	0	0.60488215114026	0.00361673659669121	0
SPDYE1	1.85044755135208	0	0	0.00159739358918068	0
IGF2BP3	0.0193820026016113	1.01559036920156	0.362998797459908	2.09859281300166e-05	0
KDELR2	0.778602474593559	0	0	0.057745449634921	0
NUPL2	0	0.17011174846774	0.14423210812762	0.00801186509230986	0
TBRG4	1.14679051478769	0	0.099830268429854	0.120401301504898	0
DDX56	0.664708188521768	0.00193195166160341	0.345008694377557	0.00598365863884127	0
HUS1	0.0310588249462899	0	0.0698296590225612	0.0021034800767186	0
C7orf69	1.03621217265444	0	0	0	0
MYO1G	1.81190543916038	0.635695234900468	2.13658270505016	0.00827358456927104	0.0214546741058418
TTYH3	2.07466231246248	0.0517654682453066	0.291747051943017	0.0804987335237835	0.0308925265726746
TTC5	0.13085932575152	0.114701350507747	0.122448705026326	0.0082188819542919	0
NKX2-8	2.27763918171428	0.049775151179171	0.191921660344112	0	0
ACSBG1	1.40614174701525	0	0.384948023052446	0.225420800172258	0
MTHFS	1.72651680624387	0	0.0168888602603497	0.259490528782202	0
ABHD17C	1.25490898867281	0.19619257399068	0.174769670086784	0.00298282271157653	0
IREB2	0.708672274777487	0	0.229934601668521	0.0245918281195177	0.510965487
ALPK3	0.556754637413759	0	0.186604696517335	0.137973675205405	0
CIB2	0.590228032229066	0	0.154643955257049	0.535172845453994	0
RSAD1	0.723010066085487	0	0.110516586502961	0.0646583097749139	0
SRSF1	3.01769063630906	0	0	0.000201106863514746	0.458207860749924
TACO1	0.240743030061056	0	0.198920892506995	0.0738385458914782	0
TEX2	0.319136081991204	0	0.316070793880586	0.0831215912079621	0
LIMD2	0.0596392978366922	0	0.11130430477456	0.192178618434758	0
BRIP1	0.388465029990238	0.706216337281458	0.25234520323793	0.326292677635244	0
KAT7	0.0347850394598347	0	0.373483061200482	0.00125571193786282	0
RTP4	0.477528010406445	0	0.0516872638689708	0.176214013631068	0
NDUFB5	0.0774432286560529	0	0.0569218468843862	0.0179531583890275	0.53612330022587
MARCH7	0	0	0.100320769103106	0.00208904381788151	0
CD302	0.31835200693763	0	0	0.289520722244522	0
GALNT5	1.43179827593301	0	0.0585361884019891	0	0
BLK	0.411954370472159	0	0.36686817781787	0.816365139964141	0
KCTD3	1.38384180189094	0.0144162886328974	0.174844688374067	0.225286603267486	0
CBWD2	0.534484451917209	0.0185817555052249	0.0131928386103544	0.00300975837433854	0
IL36G	0.240823996531185	0.0396847289412563	0.0276537490308352	0.0102161735086243	0
IL1RN	1.14940061787949	0	0.0591336076270141	0.0881235548243661	0
IL36A	0.123921567988595	0	0.119473436575239	0	0
IL36B	0.185936627486518	0.0673036529689332	0.37230146900051	0.00106874304207062	0
CFC1	0	0	0	0	0
CCDC115	1.08	0	0.00654927848906437	0.00400595928288554	0
IMP4	0.91899332102474	0	0.212089973046701	0.0297294343624147	0
HS6ST1	5	0	0.371360367367428	0.0544261820233757	0
UGGT1	4.4901089368936	0	0.240356918564481	0.0158577696142101	0.0667523236381132
GYPC	2.09691001300806	0	0.262487258462147	0.0845783224686836	1.01919500897093
LRRC8A	0	0	0.457173575004692	0.0214664586908913	0
KIAA0368	0	0	0	0.00106969383638242	0
TOR1B	0.91686274398004	0	0.0783429312460777	4.37187242483522e-05	0.325324134648585
RALGPS1	0.0843025248542154	0	0.594104641934921	0.00570052563005927	0
OR1J1	0.862746583357597	0	0.117861172328177	0	0
OR13C9	0.331705181194669	0	0.140122561245017	0	0
TMOD1	1.41416055235536	0	0.199872455183301	0.214377991515949	0
DAB2IP	1.59259597075955	0	0.365794038159358	0.0155032730851342	0
SLC31A2	0.802345300991056	0	0.0358383504108429	0.0230640928741103	0
ORM1	0.936069517822898	0	0.00178777505656922	0	0
STX17	0.354422659077265	0	0.0712633052718742	0.123830396222654	0
BAAT	0.527103149829678	0	0.154196419018335	0	0
GABBR2	1.65362282763444	0	0.1484843549264	0	0
PSMB7	0.614573994178928	0	0.219858502641558	0.0164650628818627	0.0341316663612291
OR1L4	0.000445527894223045	0	0.0495645528355173	0	0
PDCL	0.685600502141239	0	0.136544976447781	0.00683738795925284	0
RPL35	0	0	0	0.0199521050517366	0
ENPP2	4.35561666541392	0	0.106770823266789	0.000856892770377257	0
DERL1	5.98260913743376	0	0.0404001153607962	0.0823019937017783	0.00234261723525264
NOV	0	0	0.131234393474551	0.0536756247355987	0
RANBP6	1.34000247246594	0	0.0644224441825243	0.000766594853768011	0
RNF38	1.05604681431601	1.50876396573888	0.594576897957711	0.0295924841420973	0
CCL21	0.4	0	0.0774808997474665	0	0
SIT1	0.017848998153711	0	0.0603485196510686	0.0561906017511556	0
CCL27	0.0722471989593555	0	0	0	0
DCTN3	0.556754637413759	0	0.18374288640513	0.0689373896691834	1.00202719656056
HINT2	0	0	0	0.0361924589451842	0
KLC4	0.951015991217509	0	0.200658525282808	0.0124146434245353	0
KIF13A	3.18519194151911	0.932674564388071	0.977553086446407	0.162660896934212	0
GMPR	3.72135389819937	1.72008085051599	0.255558691422959	0.00386169510082003	0
TMEM63B	0.0541853992195166	0.189281245646386	0.713181816705294	0.00546522188795516	0
TTBK1	3.86880312804345	0	0.21541338341621	0	0
TINAG	1.29268082779557	1.86414426977132	0.102508141255044	0	0
GCM1	0.38723710824383	0.124563621635751	0.138384170211899	0	0
FOXF2	1.13385213080188	0.0275612014066345	0.232964124082962	0	0
RIPK1	2.15485051493113	0.294035752568544	0.364487152278131	0.0206194244283136	0.00691745321471612
TUBB2B	0	0.00327495236702276	0.226154516469374	0.0356096412019454	0
PSORS1C2	2.12089259116243	0	0	0	0
C6orf15	5.15697996307422	0	0.333049545413126	0	0
MRPS18B	0.253207348264876	0	0.00847649741075445	0.00395462456167725	0
IER3	0.267037438646189	0	0.149936826346345	0.000216268383321398	0
PSORS1C1	0.825213641156852	0	0.955543124343643	0	0
PGBD1	0.52	0	0.0697169386900667	0.0117854542698331	0
GTF2H4	0.382963298389444	0	0	0.00284517062891531	0
POU5F1	0.835674018211279	0	0.4859950206124	0.0665881558175847	0
CLPS	1.83079089865986	0	0.320339522294821	0	0
RNF144B	0.950197855109796	1.8697921441976	0.199934985611776	0.00678175836156195	0
HLA-F	1.35599371888143	0.0611695921224992	0.0297012963839019	0.0812002089549181	0
NRM	0.0458295976715712	0	0.115577036983362	0.00448104992928038	0
FAM8A1	0.397940008672038	0.500976507269621	0.251622101178565	0.13620551804356	0
C6orf52	0.12268061789205	0	0.290237376738871	0	0
FGFBP2	0.963897983466416	0.215407115734597	0	1.17389502136337	0
TLR2	0.329563496377728	0	0.216219760866755	0.19822742655413	0.00554985278695311
PRKRIR	0	0	0	0.00519416704968133	0
MRPL15	0.280128971921068	0	0.129658622910799	0.0692192946812539	0
PI15	0.659126992755455	0	0	0	0
TTPA	2.51667105789912	0	0.293952555162976	0	0
GGH	0.64790596973134	0	0.208347351844901	0.00205534544940732	0
SLCO5A1	2.59865549861888	0	0.815476819049642	0.0069005532852491	0
SULF1	1.91358619559882	0	0.731757380152713	0	0
TGS1	0.127503505049765	0	0.0720936107039405	4.68238290719486e-05	0
SDCBP	0.451201189436664	0	0.17122063132046	0.000570976913959816	0.0661763673038534
DDX60L	0.739919995631543	0	0.245347808363	0.0146920552522589	0
USP2	1.31033876008475	0	0.224730031381503	0.0513892138790457	0
HTR3B	0.419382002601611	0.0620998715845093	0.0421157752997836	0	0
SORL1	0.372363747448347	0.0672984526880513	0.613050679263006	0.0256082396101214	0
BUD13	5.01003355361829	0.0548346881838549	0.0446165634027016	0.0324464877543607	0
MMP7	1.6907224715682	0	0.0706903274889345	0.00303829303605876	0
MMP20	1.42167280629227	0	0.143239391471447	0	0
MMP27	0.828736878557138	0	0.380767122080698	0	0
DCUN1D5	0.904700876731444	0.762131294943471	0.221543385892663	0.143175305810204	0
FDXACB1	0.772784312783177	0	0	0.928202121504406	0
POU2F3	0.760563744106219	0	0.363516648162985	0	0
FDX1	0.438726107277237	0	0.0935886121704897	0.0778926711906875	0.00149375755494718
C11orf1	1.29771037502523	0	0	0.0017989887762834	0
ARHGAP20	3.39490196584769	0	0.33583072291598	0.0745490937581125	0
MMP13	0.741517866849887	0	0.428062200217015	0	0
UNC13C	2.16554624884907	0	0.0997503133276026	0	0
SQRDL	0	0	0	0.0023224699990477	0
CTDSPL2	0.168520121042739	0.173972505611398	0.111170465553479	0.0928406245076431	0
THBS1	1.66919565327476	0.176833193832998	0.322972490074804	0.000123627844085974	0
NDUFAF1	0.0584859647804127	0	0.0216933107974189	0.0531206578014323	0
KIF23	0.0453261551388839	0	0.247477242093462	0.199197364626692	0
HAUS2	0.0173925197299174	0	0	0.226571644562544	0
TUBGCP4	0.82605042576126	0	0.194660095021438	0.0258405956031123	0
RMDN3	0.360623199523586	0	0.194457609074061	0.000352349177545505	0.639473125016682
ITPKA	0.0535212480354063	0	0.292238773736021	0.0533923724169431	0
PLCB2	0.136353526823447	0	0.290476992067359	0.147392226098699	0.612278919971055
TMEM62	0.0802818720531094	0.0487458740627576	0	0.0117049530431314	0
ADAM10	1.27309475464715	0	0.342981069193196	0.0670691212732395	0.976508543723635
BCL2L10	1.76733526547561	0	0.20211567477388	0	0
RSL24D1	1.16474556451978	0	0.111624426551934	0.00443313238464542	0
GCHFR	0	0	0.156671029565761	0.00223484717704493	0
MNS1	0.494345244566591	0	0.321208462143543	0.00801235527528709	0
TTLL7	0.733109249769814	0.0987525202706095	0.322852651526935	0.0833210011462693	0
CCBL2	0	0	0	0.000639961205927252	0
ARHGAP29	0.168576797571829	0.0653419732945294	0.250174417231302	0	0
RTCA	0.0119186407719209	0	0.0557053578298648	0.0011963342429503	0.144818064546449
IFT172	1.8777179594907	0.20898055102541	0.200292746476114	0.0405587489780445	0
EPT1	0	0.388216085363147	0	0.0435821713045746	0
KHK	0.31835200693763	0	0.19110472592053	0.176731365104288	0
ADCY3	0.76688585187342	0.104275916905446	0.443369307222088	0.105461249548868	0
PREB	0	0	0.289811030881745	0.0106129077358404	0.00503905432024206
ABCG5	0.512323178593057	0.000617136037747997	0.168036205565082	0	0
SLC3A1	1.51000263473947	0	0.108701544515799	0.0383522723186782	0
SIX3	0	0	0.0770133569284768	0	0
LRPPRC	1.20351795148658	0	0.4563874174607	0.0327814039048668	0.0954241829446673
CYP2C9	0.360623199523586	0	0.140624722335057	0	0
LOXL4	0.389864924984992	0	0.108970471938757	0.0578238799786263	0
BTBD16	0.70571102360934	0	0.211434383748005	0	0
KIF11	0.464036005181452	0	0.373721411570887	0.143285338057123	0
CALHM2	0.0843337949323941	0	0.0265383460303598	0.0832739477355545	0
ARL3	0.165852590597334	0	0.142383180471202	0.17439248127028	0
EXOC6	0.958607314841775	0	0.283037389919076	0.0896900584604962	0
