From	Entry	Entry Name	Gene Names
9606.ENSP00000265094	Q9UKB1	FBW1B_HUMAN	FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696
9606.ENSP00000265104	Q8TE73	DYH5_HUMAN	DNAH5 DNAHC5 HL1 KIAA1603
9606.ENSP00000265113	P43003	EAA1_HUMAN	SLC1A3 EAAT1 GLAST GLAST1
9606.ENSP00000265165	Q9UJU2	LEF1_HUMAN	LEF1
9606.ENSP00000265171	P01133	EGF_HUMAN	EGF
9606.ENSP00000265174	O43252	PAPS1_HUMAN	PAPSS1 ATPSK1 PAPSS
9606.ENSP00000265276	Q9HCL2	GPAT1_HUMAN	GPAM GPAT1 KIAA1560
9606.ENSP00000265333	P21796	VDAC1_HUMAN	VDAC1 VDAC
9606.ENSP00000265351	Q9HAV4	XPO5_HUMAN	XPO5 KIAA1291 RANBP21
9606.ENSP00000265361	Q99985	SEM3C_HUMAN	SEMA3C SEMAE
9606.ENSP00000265362	Q14563	SEM3A_HUMAN	SEMA3A SEMAD
9606.ENSP00000265379	A8TX70	CO6A5_HUMAN	COL6A5 COL29A1 VWA4
9606.ENSP00000265388	Q9Y5L0	TNPO3_HUMAN	TNPO3 IPO12
9606.ENSP00000265395	P31937	3HIDH_HUMAN	HIBADH
9606.ENSP00000265459	Q9P2S2	NRX2A_HUMAN	NRXN2 KIAA0921
9606.ENSP00000265462	P30044	PRDX5_HUMAN	PRDX5 ACR1 SBBI10
9606.ENSP00000265560	Q13107	UBP4_HUMAN	USP4 UNP UNPH
9606.ENSP00000265562	Q9H3S7	PTN23_HUMAN	PTPN23 KIAA1471
9606.ENSP00000265564	Q15024	EXOS7_HUMAN	EXOSC7 KIAA0116 RRP42
9606.ENSP00000265605	Q9H2A2	AL8A1_HUMAN	ALDH8A1 ALDH12
9606.ENSP00000265634	P47972	NPTX2_HUMAN	NPTX2
9606.ENSP00000265641	P50416	CPT1A_HUMAN	CPT1A CPT1
9606.ENSP00000265686	Q13488	VPP3_HUMAN	TCIRG1 ATP6N1C ATP6V0A3
9606.ENSP00000265709	P16157	ANK1_HUMAN	ANK1 ANK
9606.ENSP00000265727	Q9P0K1	ADA22_HUMAN	ADAM22 MDC2
9606.ENSP00000265734	Q00534	CDK6_HUMAN	CDK6 CDKN6
9606.ENSP00000265748	Q9NQW6	ANLN_HUMAN	ANLN
9606.ENSP00000265753	Q15056	IF4H_HUMAN	EIF4H KIAA0038 WBSCR1 WSCR1
9606.ENSP00000265769	Q9UKQ2	ADA28_HUMAN	ADAM28 ADAM23 MDCL
9606.ENSP00000265807	Q9H788	SH24A_HUMAN	SH2D4A PPP1R38 SH2A
9606.ENSP00000265840	Q8N336	ELMD1_HUMAN	ELMOD1
9606.ENSP00000265843	Q8NEV8	EXPH5_HUMAN	EXPH5 KIAA0624 SLAC2B
9606.ENSP00000265872	Q8IX12	CCAR1_HUMAN	CCAR1 CARP1 DIS
9606.ENSP00000265909	Q92543	SNX19_HUMAN	SNX19 KIAA0254
9606.ENSP00000265944	Q8NEV4	MYO3A_HUMAN	MYO3A
9606.ENSP00000265969	P48547	KCNC1_HUMAN	KCNC1
9606.ENSP00000265978	Q8N612	FHI1B_HUMAN	FHIP1B C11orf56 FAM160A2 KIAA1759
9606.ENSP00000265986	P14735	IDE_HUMAN	IDE
9606.ENSP00000266022	P78332	RBM6_HUMAN	RBM6 DEF3
9606.ENSP00000266041	Q14624	ITIH4_HUMAN	ITIH4 IHRP ITIHL1 PK120 PRO1851
9606.ENSP00000266079	O94906	PRP6_HUMAN	PRPF6 C20orf14
9606.ENSP00000266085	P35625	TIMP3_HUMAN	TIMP3
9606.ENSP00000266304	Q10587	TEF_HUMAN	TEF KIAA1655
9606.ENSP00000266376	Q13936	CAC1C_HUMAN	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1
9606.ENSP00000266542	Q9NZP8	C1RL_HUMAN	C1RL C1RL1 C1RLP CLSPA
9606.ENSP00000266544	Q16795	NDUA9_HUMAN	NDUFA9 NDUFS2L
9606.ENSP00000266546	Q9BQT9	CSTN3_HUMAN	CLSTN3 CS3 KIAA0726
9606.ENSP00000266557	P26842	CD27_HUMAN	CD27 TNFRSF7
9606.ENSP00000266581	Q86SJ2	AMGO2_HUMAN	AMIGO2 ALI1
9606.ENSP00000266659	P48060	GLIP1_HUMAN	GLIPR1 GLIPR RTVP1
9606.ENSP00000266679	A0A3B3ISW1	A0A3B3ISW1_HUMAN	CPSF6
9606.ENSP00000266744	P50553	ASCL1_HUMAN	ASCL1 ASH1 BHLHA46 HASH1
9606.ENSP00000267012	Q9UBW5	BIN2_HUMAN	BIN2 BRAP1
9606.ENSP00000267082	P26010	ITB7_HUMAN	ITGB7
9606.ENSP00000267199	Q96AX1	VP33A_HUMAN	VPS33A
9606.ENSP00000267205	Q9HBH0	RHOF_HUMAN	RHOF ARHF RIF
9606.ENSP00000267257	P49023	PAXI_HUMAN	PXN
9606.ENSP00000267260	A7MD48	SRRM4_HUMAN	SRRM4 KIAA1853
9606.ENSP00000267287	Q5VZF2	MBNL2_HUMAN	MBNL2 MBLL MBLL39 MLP1
9606.ENSP00000267339	Q9NXR5	ANR10_HUMAN	ANKRD10
9606.ENSP00000267377	P30872	SSR1_HUMAN	SSTR1
9606.ENSP00000267415	Q9BSI4	TINF2_HUMAN	TINF2 TIN2
9606.ENSP00000267460	Q9HAT8	PELI2_HUMAN	PELI2
9606.ENSP00000267484	Q16799	RTN1_HUMAN	RTN1 NSP
9606.ENSP00000267549	Q8IYL9	PSYR_HUMAN	GPR65 TDAG8
9606.ENSP00000267569	Q8WYK2	JDP2_HUMAN	JDP2
9606.ENSP00000267842	O14975	S27A2_HUMAN	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS
9606.ENSP00000267843	P21781	FGF7_HUMAN	FGF7 KGF
9606.ENSP00000267884	P37108	SRP14_HUMAN	SRP14
9606.ENSP00000267938	Q8WVN8	UB2Q2_HUMAN	UBE2Q2
9606.ENSP00000267973	Q9GZS3	SKI8_HUMAN	SKIC8 WDR61
9606.ENSP00000268035	P08069	IGF1R_HUMAN	IGF1R
9606.ENSP00000268058	P29590	PML_HUMAN	PML MYL PP8675 RNF71 TRIM19
9606.ENSP00000268070	Q8TE56	ATS17_HUMAN	ADAMTS17
9606.ENSP00000268150	Q08431	MFGM_HUMAN	MFGE8
9606.ENSP00000268182	P46940	IQGA1_HUMAN	IQGAP1 KIAA0051
9606.ENSP00000268206	Q7Z2Z2	EFL1_HUMAN	EFL1 EFTUD1 FAM42A
9606.ENSP00000268379	P22695	QCR2_HUMAN	UQCRC2
9606.ENSP00000268483	Q9NX01	TXN4B_HUMAN	TXNL4B DIM2 DLP
9606.ENSP00000268489	Q15911	ZFHX3_HUMAN	ZFHX3 ATBF1 C16orf47
9606.ENSP00000268603	P55287	CAD11_HUMAN	CDH11
9606.ENSP00000268613	P55290	CAD13_HUMAN	CDH13 CDHH
9606.ENSP00000268638	Q02556	IRF8_HUMAN	IRF8 ICSBP1
9606.ENSP00000268661	Q92901	RL3L_HUMAN	RPL3L
9606.ENSP00000268668	O96000	NDUBA_HUMAN	NDUFB10
9606.ENSP00000268676	Q6ZN54	DEFI8_HUMAN	DEF8
9606.ENSP00000268679	O75081	MTG16_HUMAN	CBFA2T3 MTG16 MTGR2 ZMYND4
9606.ENSP00000268720	Q9UBL6	CPNE7_HUMAN	CPNE7
9606.ENSP00000268797	Q3B7J2	GFOD2_HUMAN	GFOD2 UNQ9430/PRO34691
9606.ENSP00000268802	Q9ULX3	NOB1_HUMAN	NOB1 ART4 NOB1P PSMD8BP1 MSTP158
9606.ENSP00000268835	O60256	KPRB_HUMAN	PRPSAP2
9606.ENSP00000268896	Q9UKL6	PPCT_HUMAN	PCTP STARD2
9606.ENSP00000268933	Q9H201	EPN3_HUMAN	EPN3
9606.ENSP00000269053	Q8IXA5	SACA3_HUMAN	SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862
9606.ENSP00000269141	P19022	CADH2_HUMAN	CDH2 CDHN NCAD
9606.ENSP00000269143	Q9Y4W6	AFG32_HUMAN	AFG3L2
9606.ENSP00000269209	Q9H706	GARE1_HUMAN	GAREM1 C18orf11 FAM59A GAREM
9606.ENSP00000269228	O15118	NPC1_HUMAN	NPC1
9606.ENSP00000269305	P04637	P53_HUMAN	TP53 P53
9606.ENSP00000269349	P38919	IF4A3_HUMAN	EIF4A3 DDX48 KIAA0111
9606.ENSP00000269391	Q96PX1	RN157_HUMAN	RNF157 KIAA1917
9606.ENSP00000269439	Q6ZSG1	RN165_HUMAN	RNF165
9606.ENSP00000269445	Q7RTS9	DYM_HUMAN	DYM
9606.ENSP00000269503	Q8IUK8	CBLN2_HUMAN	CBLN2 UNQ1892/PRO4338
9606.ENSP00000269571	P04626	ERBB2_HUMAN	ERBB2 HER2 MLN19 NEU NGL
9606.ENSP00000269848	P17858	PFKAL_HUMAN	PFKL
9606.ENSP00000269886	Q99961	SH3G1_HUMAN	SH3GL1 CNSA1 SH3D2B
9606.ENSP00000269919	Q9NXJ5	PGPI_HUMAN	PGPEP1 PGPI
9606.ENSP00000270139	P17181	INAR1_HUMAN	IFNAR1 IFNAR
9606.ENSP00000270142	P00441	SODC_HUMAN	SOD1
9606.ENSP00000270328	Q9H324	ATS10_HUMAN	ADAMTS10
9606.ENSP00000270349	Q01959	SC6A3_HUMAN	SLC6A3 DAT1
9606.ENSP00000270458	Q8WXS5	CCG8_HUMAN	CACNG8 CACNG6
9606.ENSP00000270570	Q96FL8	S47A1_HUMAN	SLC47A1 MATE1
9606.ENSP00000270583	Q8TBB5	KLDC4_HUMAN	KLHDC4
9606.ENSP00000270586	P28072	PSB6_HUMAN	PSMB6 LMPY Y
9606.ENSP00000270625	P62280	RS11_HUMAN	RPS11
9606.ENSP00000270642	A6NGN9	IGLO5_HUMAN	IGLON5
9606.ENSP00000270708	Q9P2S5	WRP73_HUMAN	WRAP73 WDR8
9606.ENSP00000270722	Q9HAZ2	PRD16_HUMAN	PRDM16 KIAA1675 MEL1 PFM13
9606.ENSP00000271277	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL KIAA1433
9606.ENSP00000271308	P28066	PSA5_HUMAN	PSMA5
9606.ENSP00000271324	P19397	CD53_HUMAN	CD53 MOX44 TSPAN25
9606.ENSP00000271450	P12318	FCG2A_HUMAN	FCGR2A CD32 FCG2 FCGR2A1 IGFR2
9606.ENSP00000271555	Q14814	MEF2D_HUMAN	MEF2D
9606.ENSP00000271636	Q9P2M7	CING_HUMAN	CGN KIAA1319
9606.ENSP00000271638	P31949	S10AB_HUMAN	S100A11 MLN70 S100C
9606.ENSP00000271651	P43235	CATK_HUMAN	CTSK CTSO CTSO2
9606.ENSP00000271688	Q96G23	CERS2_HUMAN	CERS2 LASS2 TMSG1
9606.ENSP00000271751	O95259	KCNH1_HUMAN	KCNH1 EAG EAG1
9606.ENSP00000272252	Q96C23	GALM_HUMAN	GALM BLOCK25
9606.ENSP00000272317	P62979	RS27A_HUMAN	RPS27A UBA80 UBCEP1
9606.ENSP00000272321	O95876	FRITZ_HUMAN	WDPCP BBS15 C2orf86 FRITZ
9606.ENSP00000272322	Q9P1Q0	VPS54_HUMAN	VPS54 HCC8
9606.ENSP00000272348	P62308	RUXG_HUMAN	SNRPG PBSCG
9606.ENSP00000272371	Q9HC10	OTOF_HUMAN	OTOF FER1L2
9606.ENSP00000272418	P82675	RT05_HUMAN	MRPS5
9606.ENSP00000272427	Q9Y2D4	EXC6B_HUMAN	EXOC6B KIAA0919 SEC15B SEC15L2
9606.ENSP00000272519	P11234	RALB_HUMAN	RALB
9606.ENSP00000272520	Q7Z5L3	C1QL2_HUMAN	C1QL2 CTRP10
9606.ENSP00000272638	Q92575	UBXN4_HUMAN	UBXN4 KIAA0242 UBXD2 UBXDC1
9606.ENSP00000272643	Q9C0I4	THS7B_HUMAN	THSD7B KIAA1679
9606.ENSP00000272902	Q8NBK3	SUMF1_HUMAN	SUMF1 PSEC0152 UNQ3037/PRO9852
9606.ENSP00000272928	P25106	ACKR3_HUMAN	ACKR3 CMKOR1 CXCR7 GPR159 RDC1
9606.ENSP00000273047	P20339	RAB5A_HUMAN	RAB5A RAB5
9606.ENSP00000273258	O75915	PRAF3_HUMAN	ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127
9606.ENSP00000273261	Q96JA1	LRIG1_HUMAN	LRIG1 LIG1
9606.ENSP00000273286	Q9HBL6	LRTM1_HUMAN	LRTM1 HT017
9606.ENSP00000273317	Q9UGP4	LIMD1_HUMAN	LIMD1
9606.ENSP00000273398	P38606	VATA_HUMAN	ATP6V1A ATP6A1 ATP6V1A1 VPP2
9606.ENSP00000273550	P02794	FRIH_HUMAN	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15
9606.ENSP00000273857	Q9Y5Q5	CORIN_HUMAN	CORIN CRN TMPRSS10
9606.ENSP00000273920	Q9UHY7	ENOPH_HUMAN	ENOPH1 MASA MSTP145
9606.ENSP00000274137	O75380	NDUS6_HUMAN	NDUFS6
9606.ENSP00000274140	O60337	MARH6_HUMAN	MARCHF6 KIAA0597 MARCH6 RNF176 TEB4
9606.ENSP00000274181	Q8TE57	ATS16_HUMAN	ADAMTS16 KIAA2029
9606.ENSP00000274242	P61927	RL37_HUMAN	RPL37
9606.ENSP00000274306	P12544	GRAA_HUMAN	GZMA CTLA3 HFSP
9606.ENSP00000274341	P10915	HPLN1_HUMAN	HAPLN1 CRTL1
9606.ENSP00000274361	Q8N7Z5	ANR31_HUMAN	ANKRD31
9606.ENSP00000274498	Q9UNA1	RHG26_HUMAN	ARHGAP26 GRAF KIAA0621 OPHN1L
9606.ENSP00000274547	P47870	GBRB2_HUMAN	GABRB2
9606.ENSP00000274606	Q9NX24	NHP2_HUMAN	NHP2 NOLA2 HSPC286
9606.ENSP00000274629	Q16558	KCMB1_HUMAN	KCNMB1
9606.ENSP00000274643	Q86YV6	MYLK4_HUMAN	MYLK4 SGK085
9606.ENSP00000274695	Q5VV42	CDKAL_HUMAN	CDKAL1
9606.ENSP00000274793	Q13093	PAFA_HUMAN	PLA2G7 PAFAH
9606.ENSP00000274813	P22033	MUTA_HUMAN	MMUT MUT
9606.ENSP00000274853	Q6NYC8	PPR18_HUMAN	PPP1R18 HKMT1098 KIAA1949
9606.ENSP00000275034	Q8WWQ0	PHIP_HUMAN	PHIP DCAF14 WDR11
9606.ENSP00000275053	Q6ZRQ5	MMS22_HUMAN	MMS22L C6orf167
9606.ENSP00000275162	Q5SYC1	CLVS2_HUMAN	CLVS2 C6orf212 C6orf213 RLBP1L2
9606.ENSP00000275300	O75751	S22A3_HUMAN	SLC22A3 EMTH OCT3
9606.ENSP00000275358	Q8N2E2	VWDE_HUMAN	VWDE
9606.ENSP00000275364	Q03113	GNA12_HUMAN	GNA12
9606.ENSP00000275461	Q96RJ6	FER3L_HUMAN	FERD3L BHLHA31 NATO3 NTWIST
9606.ENSP00000275493	P00533	EGFR_HUMAN	EGFR ERBB ERBB1 HER1
9606.ENSP00000275603	P40227	TCPZ_HUMAN	CCT6A CCT6 CCTZ
9606.ENSP00000275815	P21709	EPHA1_HUMAN	EPHA1 EPH EPHT EPHT1
9606.ENSP00000276062	Q9NX14	NDUBB_HUMAN	NDUFB11 UNQ111/PRO1064
9606.ENSP00000276077	Q9BXC1	GP174_HUMAN	GPR174 FKSG79 GPCR17
9606.ENSP00000276079	Q15233	NONO_HUMAN	NONO NRB54
9606.ENSP00000276185	Q5JV73	FRPD3_HUMAN	FRMPD3 KIAA1817
9606.ENSP00000276390	P21281	VATB2_HUMAN	ATP6V1B2 ATP6B2 VPP3
9606.ENSP00000276420	O60496	DOK2_HUMAN	DOK2
9606.ENSP00000276431	O14763	TR10B_HUMAN	TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186
9606.ENSP00000276440	Q9H7D0	DOCK5_HUMAN	DOCK5
9606.ENSP00000276533	Q9BRT9	SLD5_HUMAN	GINS4 SLD5
9606.ENSP00000276585	Q9Y2Q9	RT28_HUMAN	MRPS28 MRPS35 HSPC007
9606.ENSP00000276594	Q9GZV8	PRD14_HUMAN	PRDM14
9606.ENSP00000276651	Q14117	DPYS_HUMAN	DPYS
9606.ENSP00000276659	Q6UXX9	RSPO2_HUMAN	RSPO2 UNQ9384/PRO34209
9606.ENSP00000276689	Q9Y6M9	NDUB9_HUMAN	NDUFB9 LYRM3 UQOR22
9606.ENSP00000277120	Q16620	NTRK2_HUMAN	NTRK2 TRKB
9606.ENSP00000277458	Q9NWX5	ASB6_HUMAN	ASB6
9606.ENSP00000277541	P46531	NOTC1_HUMAN	NOTCH1 TAN1
9606.ENSP00000277575	Q92738	US6NL_HUMAN	USP6NL KIAA0019
9606.ENSP00000277865	P00367	DHE3_HUMAN	GLUD1 GLUD
9606.ENSP00000277895	O14639	ABLM1_HUMAN	ABLIM1 ABLIM KIAA0059 LIMAB1
9606.ENSP00000278060	Q6QHF9	PAOX_HUMAN	PAOX PAO UNQ1923/PRO4398
9606.ENSP00000278198	Q9HCJ2	LRC4C_HUMAN	LRRC4C KIAA1580 NGL1 UNQ292/PRO331
9606.ENSP00000278200	Q96LU5	IMP1L_HUMAN	IMMP1L
9606.ENSP00000278317	P45378	TNNT3_HUMAN	TNNT3
9606.ENSP00000278353	Q53GQ0	DHB12_HUMAN	HSD17B12 SDR12C1
9606.ENSP00000278379	P43004	EAA2_HUMAN	SLC1A2 EAAT2 GLT1
9606.ENSP00000278407	P05155	IC1_HUMAN	SERPING1 C1IN C1NH
9606.ENSP00000278550	Q6N022	TEN4_HUMAN	TENM4 KIAA1302 ODZ4 TNM4
9606.ENSP00000278572	P23396	RS3_HUMAN	RPS3 OK/SW-cl.26
9606.ENSP00000278590	Q9C0D7	ZC12C_HUMAN	ZC3H12C KIAA1726 MCPIP3
9606.ENSP00000278671	Q6IAA8	LTOR1_HUMAN	LAMTOR1 C11orf59 PDRO PP7157
9606.ENSP00000278823	O94776	MTA2_HUMAN	MTA2 MTA1L1 PID
9606.ENSP00000278886	Q9Y2I6	NINL_HUMAN	NINL KIAA0980 NLP
9606.ENSP00000278937	O60487	MPZL2_HUMAN	MPZL2 EVA EVA1 UNQ606/PRO1192
9606.ENSP00000279227	Q86UX7	URP2_HUMAN	FERMT3 KIND3 MIG2B URP2
9606.ENSP00000279242	Q13405	RM49_HUMAN	MRPL49 C11orf4 NOF1 OK/SW-cl.67
9606.ENSP00000279281	Q9UID3	VPS51_HUMAN	VPS51 ANG2 C11orf2 C11orf3 FFR PP5382
9606.ENSP00000279488	Q16828	DUS6_HUMAN	DUSP6 MKP3 PYST1
9606.ENSP00000280057	Q86V42	F124A_HUMAN	FAM124A
9606.ENSP00000280154	Q53EL6	PDCD4_HUMAN	PDCD4 H731
9606.ENSP00000280187	P51674	GPM6A_HUMAN	GPM6A M6A
9606.ENSP00000280200	Q15762	CD226_HUMAN	CD226 DNAM1
9606.ENSP00000280326	P48643	TCPE_HUMAN	CCT5 CCTE KIAA0098
9606.ENSP00000280333	Q14185	DOCK1_HUMAN	DOCK1
9606.ENSP00000280346	P10515	ODP2_HUMAN	DLAT DLTA
9606.ENSP00000280350	Q8WWB5	PIHD2_HUMAN	PIH1D2
9606.ENSP00000280357	Q14116	IL18_HUMAN	IL18 IGIF IL1F4
9606.ENSP00000280362	Q03393	PTPS_HUMAN	PTS
9606.ENSP00000280551	O94855	SC24D_HUMAN	SEC24D KIAA0755
9606.ENSP00000280605	Q9H0I9	TKTL2_HUMAN	TKTL2
9606.ENSP00000280706	Q6ZMR3	LDH6A_HUMAN	LDHAL6A LDHL2
9606.ENSP00000280756	Q8WUH6	TM263_HUMAN	TMEM263 C12orf23
9606.ENSP00000280758	A6QL63	ABTB3_HUMAN	ABTB3 BTBD11
9606.ENSP00000280772	Q12955	ANK3_HUMAN	ANK3
9606.ENSP00000280800	Q8NHP8	PLBL2_HUMAN	PLBD2
9606.ENSP00000280886	Q9Y2E4	DIP2C_HUMAN	DIP2C KIAA0934
9606.ENSP00000280979	Q13023	AKAP6_HUMAN	AKAP6 AKAP100 KIAA0311
9606.ENSP00000281017	Q96B42	TMM18_HUMAN	TMEM18
9606.ENSP00000281031	O95298	NDUC2_HUMAN	NDUFC2 HLC1
9606.ENSP00000281038	Q96I59	SYNM_HUMAN	NARS2
9606.ENSP00000281081	Q8TB37	NUBPL_HUMAN	NUBPL C14orf127
9606.ENSP00000281092	P16591	FER_HUMAN	FER TYK3
9606.ENSP00000281141	O75794	CD123_HUMAN	CDC123 C10orf7 D123
9606.ENSP00000281146	Q8N1A6	CD033_HUMAN	C4orf33
9606.ENSP00000281172	Q12929	EPS8_HUMAN	EPS8
9606.ENSP00000281419	O43150	ASAP2_HUMAN	ASAP2 DDEF2 KIAA0400
9606.ENSP00000281441	Q96B21	TM45B_HUMAN	TMEM45B
9606.ENSP00000281456	P12235	ADT1_HUMAN	SLC25A4 AAC1 ANT1
9606.ENSP00000281474	Q96G01	BICD1_HUMAN	BICD1
9606.ENSP00000281513	A2RRP1	NBAS_HUMAN	NBAS NAG
9606.ENSP00000281523	Q9H6B1	Z385D_HUMAN	ZNF385D ZNF659
9606.ENSP00000281537	Q07157	ZO1_HUMAN	TJP1 ZO1
9606.ENSP00000281589	Q9H361	PABP3_HUMAN	PABPC3 PABP3 PABPL3
9606.ENSP00000281806	Q969V1	MCHR2_HUMAN	MCHR2 GPR145 SLT
9606.ENSP00000281821	P54764	EPHA4_HUMAN	EPHA4 HEK8 SEK TYRO1
9606.ENSP00000281828	Q9NSD9	SYFB_HUMAN	FARSB FARSLB FRSB HSPC173
9606.ENSP00000281830	Q8WWG9	KCNE4_HUMAN	KCNE4
9606.ENSP00000281871	Q6NZ67	MZT2B_HUMAN	MZT2B FAM128B MOZART2B
9606.ENSP00000281961	Q8NBL3	T178A_HUMAN	TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820
9606.ENSP00000282003	Q5W0B1	OBI1_HUMAN	OBI1 C13orf7 RNF219
9606.ENSP00000282020	O43424	GRID2_HUMAN	GRID2 GLURD2
9606.ENSP00000282096	Q13370	PDE3B_HUMAN	PDE3B
9606.ENSP00000282146	Q9HB14	KCNKD_HUMAN	KCNK13
9606.ENSP00000282185	Q9H0Y0	ATG10_HUMAN	ATG10 APG10L PP12616
9606.ENSP00000282356	Q16566	KCC4_HUMAN	CAMK4 CAMK CAMK-GR CAMKIV
9606.ENSP00000282406	Q8IVE3	PKHH2_HUMAN	PLEKHH2 KIAA2028
9606.ENSP00000282412	O75688	PPM1B_HUMAN	PPM1B PP2CB
9606.ENSP00000282486	Q9NR56	MBNL1_HUMAN	MBNL1 EXP KIAA0428 MBNL
9606.ENSP00000282499	P48058	GRIA4_HUMAN	GRIA4 GLUR4
9606.ENSP00000282538	Q6ZQY3	GADL1_HUMAN	GADL1
9606.ENSP00000282570	Q96IK5	GMCL1_HUMAN	GMCL1 BTBD13 GCL SPATA29
9606.ENSP00000282588	P56199	ITA1_HUMAN	ITGA1
9606.ENSP00000282701	P12645	BMP3_HUMAN	BMP3 BMP3A
9606.ENSP00000282878	Q96E17	RAB3C_HUMAN	RAB3C
9606.ENSP00000282908	Q9NY57	ST32B_HUMAN	STK32B YANK2 UNQ3003/PRO9744
9606.ENSP00000282928	Q15915	ZIC1_HUMAN	ZIC1 ZIC ZNF201
9606.ENSP00000283147	P22004	BMP6_HUMAN	BMP6 VGR
9606.ENSP00000283179	Q00839	HNRPU_HUMAN	HNRNPU C1orf199 HNRPU SAFA U21.1
9606.ENSP00000283195	P49792	RBP2_HUMAN	RANBP2 NUP358
9606.ENSP00000283206	Q96K49	TM87B_HUMAN	TMEM87B
9606.ENSP00000283249	P18564	ITB6_HUMAN	ITGB6
9606.ENSP00000283285	P40200	TACT_HUMAN	CD96
9606.ENSP00000283290	Q9NT62	ATG3_HUMAN	ATG3 APG3 APG3L
9606.ENSP00000283351	Q9Y2L5	TPPC8_HUMAN	TRAPPC8 KIAA1012
9606.ENSP00000283357	Q96LP2	FA81B_HUMAN	FAM81B
9606.ENSP00000283415	Q8NF37	PCAT1_HUMAN	LPCAT1 AYTL2 PFAAP3
9606.ENSP00000283646	P49247	RPIA_HUMAN	RPIA RPI
9606.ENSP00000283871	Q93099	HGD_HUMAN	HGD HGO
9606.ENSP00000284073	Q96DH6	MSI2H_HUMAN	MSI2
9606.ENSP00000284110	Q9Y663	HS3SA_HUMAN	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180
9606.ENSP00000284154	Q13588	GRAP_HUMAN	GRAP
9606.ENSP00000284240	P04216	THY1_HUMAN	THY1
9606.ENSP00000284262	Q8WXH2	JPH3_HUMAN	JPH3 JP3 TNRC22
9606.ENSP00000284273	Q8TF42	UBS3B_HUMAN	UBASH3B KIAA1959 STS1
9606.ENSP00000284274	Q96BN8	OTUL_HUMAN	OTULIN FAM105B
9606.ENSP00000284311	P49685	GPR15_HUMAN	GPR15
9606.ENSP00000284320	O94826	TOM70_HUMAN	TOMM70 KIAA0719 TOM70 TOMM70A
9606.ENSP00000284382	Q8IU89	CERS3_HUMAN	CERS3 LASS3
9606.ENSP00000284437	Q8IY42	CD019_HUMAN	C4orf19
9606.ENSP00000284476	Q96F81	DISP1_HUMAN	DISP1 DISPA
9606.ENSP00000284509	Q8TF62	AT8B4_HUMAN	ATP8B4 KIAA1939
9606.ENSP00000284523	P56704	WNT3A_HUMAN	WNT3A
9606.ENSP00000284694	Q96M02	CJ090_HUMAN	C10orf90 FATS
9606.ENSP00000284719	Q9NTK5	OLA1_HUMAN	OLA1 GTPBP9 PRO2455 PTD004
9606.ENSP00000284727	P48201	AT5G3_HUMAN	ATP5MC3 ATP5G3
9606.ENSP00000284981	P05067	A4_HUMAN	APP A4 AD1
9606.ENSP00000284984	Q9UHI8	ATS1_HUMAN	ADAMTS1 KIAA1346 METH1
9606.ENSP00000285018	O00755	WNT7A_HUMAN	WNT7A
9606.ENSP00000285039	Q9ULV0	MYO5B_HUMAN	MYO5B KIAA1119
9606.ENSP00000285093	P42765	THIM_HUMAN	ACAA2
9606.ENSP00000285116	Q96BD8	SKA1_HUMAN	SKA1 C18orf24
9606.ENSP00000285199	Q70EL4	UBP43_HUMAN	USP43
9606.ENSP00000285381	P07451	CAH3_HUMAN	CA3
9606.ENSP00000285407	Q13118	KLF10_HUMAN	KLF10 TIEG TIEG1
9606.ENSP00000285599	Q9Y2E5	MA2B2_HUMAN	MAN2B2 KIAA0935
9606.ENSP00000285928	Q96M69	LRGUK_HUMAN	LRGUK
9606.ENSP00000285968	Q92621	NU205_HUMAN	NUP205 C7orf14 KIAA0225
9606.ENSP00000286091	P13667	PDIA4_HUMAN	PDIA4 ERP70 ERP72
9606.ENSP00000286186	Q92851	CASPA_HUMAN	CASP10 MCH4
9606.ENSP00000286234	Q8TB45	DPTOR_HUMAN	DEPTOR DEPDC6
9606.ENSP00000286301	P07333	CSF1R_HUMAN	CSF1R FMS
9606.ENSP00000286548	P50148	GNAQ_HUMAN	GNAQ GAQ
9606.ENSP00000286621	P55263	ADK_HUMAN	ADK
9606.ENSP00000286628	Q12791	KCMA1_HUMAN	KCNMA1 KCNMA SLO
9606.ENSP00000286648	P27707	DCK_HUMAN	DCK
9606.ENSP00000286657	O15072	ATS3_HUMAN	ADAMTS3 KIAA0366
9606.ENSP00000286719	O14830	PPE2_HUMAN	PPEF2
9606.ENSP00000286733	Q02083	NAAA_HUMAN	NAAA ASAHL PLT
9606.ENSP00000286758	O43927	CXL13_HUMAN	CXCL13 BCA1 BLC SCYB13
9606.ENSP00000286788	P50990	TCPQ_HUMAN	CCT8 C21orf112 CCTQ KIAA0002
